,candidates,winner,time,left,right
142,"(14, 56)",14,13:17:35,14,56
143,"(17, 46)",46,13:17:43,17,46
144,"(74, 9)",9,13:18:05,74,9
145,"(15, 69)",15,13:18:10,15,69
146,"(87, 77)",77,13:18:13,87,77
147,"(83, 4)",4,13:18:26,83,4
148,"(57, 21)",21,13:18:32,57,21
149,"(48, 35)",48,13:19:12,48,35
150,"(88, 33)",33,13:19:21,88,33
151,"(53, 78)",53,13:19:23,53,78
152,"(40, 24)",40,13:19:30,40,24
153,"(85, 71)",71,13:19:34,85,71
154,"(2, 89)",2,13:19:38,2,89
155,"(68, 55)",68,13:19:42,68,55
156,"(7, 43)",43,13:19:53,7,43
157,"(76, 51)",51,13:19:56,76,51
158,"(84, 3)",3,13:19:57,84,3
159,"(18, 67)",18,13:20:00,18,67
160,"(65, 27)",27,13:20:05,65,27
161,"(31, 8)",8,13:20:17,31,8
162,"(64, 12)",64,13:20:39,64,12
163,"(80, 0)",80,13:20:46,80,0
164,"(37, 82)",82,13:20:49,37,82
165,"(47, 19)",47,13:21:03,47,19
166,"(16, 25)",25,13:21:56,16,25
167,"(61, 62)",62,13:22:31,61,62
168,"(70, 45)",45,13:22:51,70,45
169,"(66, 29)",29,13:23:02,66,29
170,"(81, 32)",81,13:23:14,81,32
171,"(72, 42)",42,13:23:19,72,42
172,"(91, 92)",92,13:23:25,91,92
173,"(6, 36)",36,13:23:27,6,36
174,"(30, 75)",75,13:23:31,30,75
175,"(44, 26)",44,13:23:40,44,26
176,"(73, 39)",39,13:23:42,73,39
177,"(13, 1)",13,13:23:56,13,1
178,"(22, 49)",22,13:24:00,22,49
179,"(20, 79)",79,13:24:49,20,79
180,"(58, 41)",58,13:24:57,58,41
181,"(10, 50)",50,13:25:02,10,50
182,"(11, 54)",11,13:25:10,11,54
183,"(23, 86)",86,13:25:13,23,86
184,"(60, 59)",60,13:25:19,60,59
185,"(93, 34)",93,13:25:46,93,34
186,"(5, 52)",5,13:25:53,5,52
187,"(63, 90)",63,13:26:19,63,90
188,"(85, 40)",85,13:26:33,85,40
189,"(49, 23)",49,13:26:36,49,23
190,"(4, 16)",4,13:26:38,4,16
191,"(34, 53)",53,13:26:44,34,53
192,"(69, 81)",81,13:26:48,69,81
193,"(50, 93)",93,13:27:04,50,93
194,"(24, 59)",24,13:27:07,24,59
195,"(92, 46)",92,13:27:28,92,46
196,"(2, 26)",26,13:27:32,2,26
197,"(5, 57)",5,13:27:41,5,57
198,"(75, 61)",61,13:27:57,75,61
199,"(10, 11)",10,13:28:05,10,11
200,"(42, 86)",42,13:28:07,42,86
201,"(39, 14)",14,13:28:45,39,14
202,"(33, 89)",33,13:28:48,33,89
203,"(76, 25)",25,13:28:52,76,25
204,"(82, 68)",82,13:29:29,82,68
205,"(73, 28)",28,13:29:32,73,28
206,"(55, 74)",74,13:29:38,55,74
207,"(80, 9)",9,13:29:47,80,9
208,"(31, 43)",31,13:30:11,31,43
209,"(0, 35)",35,13:30:20,0,35
210,"(60, 1)",60,13:30:23,60,1
211,"(27, 66)",27,13:30:27,27,66
212,"(67, 6)",67,13:30:29,67,6
213,"(63, 22)",63,13:30:48,63,22
214,"(21, 15)",21,13:32:27,21,15
215,"(7, 17)",7,13:32:29,7,17
216,"(20, 65)",20,13:32:34,20,65
217,"(36, 32)",36,13:32:58,36,32
218,"(71, 87)",71,13:32:59,71,87
219,"(88, 64)",64,13:33:07,88,64
220,"(44, 37)",44,13:33:08,44,37
221,"(54, 47)",47,13:33:15,54,47
222,"(12, 58)",12,13:33:24,12,58
223,"(8, 70)",8,13:33:27,8,70
224,"(52, 77)",77,13:33:32,52,77
225,"(13, 3)",13,13:33:51,13,3
226,"(41, 83)",83,13:34:15,41,83
227,"(56, 78)",56,13:34:20,56,78
228,"(90, 18)",90,13:34:31,90,18
229,"(29, 19)",29,13:34:33,29,19
230,"(48, 91)",48,13:34:36,48,91
231,"(30, 45)",45,13:34:38,30,45
232,"(38, 51)",38,13:34:45,38,51
233,"(79, 84)",79,13:34:47,79,84
234,"(72, 62)",62,13:34:51,72,62
235,"(15, 46)",15,13:34:57,15,46
236,"(8, 2)",8,13:34:59,8,2
237,"(86, 19)",19,13:35:08,86,19
238,"(79, 60)",60,13:35:15,79,60
239,"(61, 63)",63,13:35:17,61,63
240,"(57, 18)",18,13:35:28,57,18
241,"(55, 80)",80,13:35:32,55,80
242,"(68, 22)",22,13:35:51,68,22
243,"(72, 23)",72,13:35:52,72,23
244,"(27, 64)",64,13:36:00,27,64
245,"(84, 85)",85,13:36:02,84,85
246,"(41, 45)",41,13:36:12,41,45
247,"(14, 20)",20,13:36:25,14,20
248,"(43, 4)",4,13:36:37,43,4
249,"(56, 7)",7,13:36:42,56,7
250,"(29, 44)",44,13:36:53,29,44
251,"(93, 51)",93,13:36:57,93,51
252,"(1, 71)",71,13:37:01,1,71
253,"(12, 28)",12,13:37:10,12,28
254,"(62, 88)",62,13:37:26,62,88
255,"(33, 77)",77,13:37:29,33,77
256,"(66, 39)",39,13:37:31,66,39
257,"(26, 52)",26,13:37:42,26,52
258,"(24, 9)",9,13:38:14,24,9
259,"(11, 75)",75,13:38:30,11,75
260,"(83, 76)",83,13:38:32,83,76
261,"(70, 10)",10,13:38:35,70,10
262,"(58, 92)",58,13:38:38,58,92
263,"(21, 48)",48,13:38:42,21,48
264,"(91, 59)",59,13:39:03,91,59
265,"(30, 54)",54,13:39:09,30,54
266,"(89, 67)",67,13:39:12,89,67
267,"(74, 65)",74,13:39:17,74,65
268,"(25, 38)",38,13:39:42,25,38
269,"(42, 37)",42,13:39:43,42,37
270,"(40, 47)",47,13:39:58,40,47
271,"(50, 31)",50,13:40:04,50,31
272,"(5, 0)",5,13:40:09,5,0
273,"(35, 81)",81,13:40:21,35,81
274,"(53, 3)",53,13:40:41,53,3
275,"(17, 90)",90,13:40:43,17,90
276,"(16, 87)",16,13:40:57,16,87
277,"(13, 49)",13,13:41:01,13,49
278,"(73, 6)",6,13:41:06,73,6
279,"(36, 32)",36,13:41:10,36,32
280,"(34, 78)",34,13:41:13,34,78
281,"(82, 69)",82,13:41:16,82,69
282,"(72, 15)",15,13:41:22,72,15
283,"(83, 56)",83,13:41:29,83,56
284,"(12, 91)",12,13:41:34,12,91
285,"(59, 49)",59,13:41:41,59,49
286,"(30, 68)",68,13:41:46,30,68
287,"(10, 88)",10,13:41:54,10,88
288,"(81, 57)",81,13:42:00,81,57
289,"(69, 36)",36,13:42:05,69,36
290,"(61, 73)",61,13:42:09,61,73
291,"(71, 47)",71,13:42:15,71,47
292,"(6, 58)",58,13:42:17,6,58
293,"(33, 39)",39,13:42:23,33,39
294,"(37, 48)",48,13:42:28,37,48
295,"(16, 50)",50,13:42:30,16,50
296,"(34, 20)",34,13:42:35,34,20
297,"(75, 42)",42,13:42:52,75,42
298,"(78, 45)",45,13:42:57,78,45
299,"(52, 7)",7,13:43:01,52,7
300,"(66, 24)",24,13:43:11,66,24
301,"(8, 19)",8,13:43:13,8,19
302,"(11, 26)",11,13:43:24,11,26
303,"(44, 3)",44,13:43:35,44,3
304,"(92, 35)",35,13:43:43,92,35
305,"(46, 85)",46,13:44:00,46,85
306,"(84, 31)",31,13:44:02,84,31
307,"(53, 54)",53,13:44:05,53,54
308,"(60, 65)",60,13:44:10,60,65
309,"(32, 38)",38,13:44:24,32,38
310,"(55, 29)",29,13:44:32,55,29
311,"(70, 87)",70,13:44:45,70,87
312,"(77, 4)",4,13:44:59,77,4
313,"(2, 9)",9,13:45:03,2,9
314,"(27, 18)",18,13:45:07,27,18
315,"(67, 51)",67,13:45:16,67,51
316,"(13, 25)",13,13:45:22,13,25
317,"(62, 74)",62,13:45:30,62,74
318,"(79, 89)",79,13:45:40,79,89
319,"(64, 76)",64,13:45:43,64,76
320,"(63, 41)",63,13:45:47,63,41
321,"(23, 5)",5,13:45:49,23,5
322,"(0, 1)",0,13:45:54,0,1
323,"(28, 93)",93,13:46:00,28,93
324,"(17, 43)",43,13:46:01,17,43
325,"(21, 80)",21,13:46:06,21,80
326,"(82, 22)",82,13:46:10,82,22
327,"(86, 40)",40,13:46:15,86,40
328,"(14, 90)",90,13:46:18,14,90
329,"(74, 55)",74,13:46:20,74,55
330,"(12, 56)",12,13:46:24,12,56
331,"(60, 81)",81,13:46:32,60,81
332,"(69, 21)",21,13:46:37,69,21
333,"(76, 50)",50,13:46:39,76,50
334,"(34, 83)",34,13:46:45,34,83
335,"(25, 14)",14,13:46:55,25,14
336,"(57, 43)",57,13:47:03,57,43
337,"(58, 29)",58,13:47:08,58,29
338,"(52, 80)",80,13:47:15,52,80
339,"(70, 23)",70,13:47:16,70,23
340,"(51, 18)",18,13:47:19,51,18
341,"(87, 75)",75,13:47:22,87,75
342,"(36, 78)",36,13:47:26,36,78
343,"(65, 93)",93,13:47:31,65,93
344,"(22, 77)",22,13:47:39,22,77
345,"(35, 38)",35,13:47:43,35,38
346,"(3, 24)",3,13:47:49,3,24
347,"(92, 2)",92,13:47:54,92,2
348,"(54, 71)",71,13:47:57,54,71
349,"(5, 85)",85,13:48:09,5,85
350,"(88, 64)",64,13:48:15,88,64
351,"(8, 59)",8,13:48:17,8,59
352,"(48, 15)",48,13:48:21,48,15
353,"(53, 16)",53,13:48:24,53,16
354,"(28, 17)",28,13:48:25,28,17
355,"(63, 72)",63,13:48:29,63,72
356,"(44, 20)",44,13:48:46,44,20
357,"(46, 33)",46,13:48:48,46,33
358,"(11, 37)",11,13:48:57,11,37
359,"(27, 39)",27,13:49:05,27,39
360,"(13, 66)",13,13:49:10,13,66
361,"(40, 62)",62,13:49:14,40,62
362,"(91, 41)",41,13:49:20,91,41
363,"(4, 73)",4,13:49:22,4,73
364,"(9, 32)",9,13:49:25,9,32
365,"(89, 1)",89,13:49:36,89,1
366,"(79, 68)",68,13:49:41,79,68
367,"(26, 19)",26,13:49:42,26,19
368,"(30, 6)",30,13:49:47,30,6
369,"(7, 84)",7,13:49:49,7,84
370,"(45, 42)",42,13:49:55,45,42
371,"(10, 47)",47,13:50:01,10,47
372,"(67, 31)",31,13:50:08,67,31
373,"(61, 90)",90,13:50:10,61,90
374,"(49, 82)",82,13:50:13,49,82
375,"(86, 0)",0,13:50:27,86,0
